NACA 2310
   0.5395279     -0.2424279E-01
   0.5523171     -0.2372684E-01
   0.5651128     -0.2319832E-01
   0.5779147     -0.2265811E-01
   0.5907223     -0.2210700E-01
   0.6035351     -0.2154574E-01
   0.6163527     -0.2097504E-01
   0.6291748     -0.2039554E-01
   0.6420010     -0.1980782E-01
   0.6548308     -0.1921244E-01
   0.6676639     -0.1860987E-01
   0.6804999     -0.1800057E-01
   0.6933385     -0.1738494E-01
   0.7061793     -0.1676331E-01
   0.7190219     -0.1613600E-01
   0.7318660     -0.1550327E-01
   0.7447112     -0.1486532E-01
   0.7575573     -0.1422232E-01
   0.7704038     -0.1357441E-01
   0.7832504     -0.1292167E-01
   0.7960968     -0.1226414E-01
   0.8089426     -0.1160181E-01
   0.8217874     -0.1093466E-01
   0.8346309     -0.1026259E-01
   0.8474725     -0.9585511E-02
   0.8603113     -0.8903277E-02
   0.8731459     -0.8215751E-02
   0.8859733     -0.7522839E-02
   0.8987871     -0.6824604E-02
   0.9115731     -0.6121516E-02
   0.9242993     -0.5415025E-02
   0.9368956     -0.4708778E-02
   0.9492151     -0.4010935E-02
   0.9609829     -0.3337366E-02
   0.9717869     -0.2712615E-02
   0.9812099     -0.2162494E-02
   0.9890601     -0.1700297E-02
   0.9954427     -0.1321794E-02
    1.000000     -0.1050000E-02
