NACA Flying Wing
     9.997286747223955e-01     1.538762114081576e-03
     9.732822276416825e-01     3.469876549098980e-04
     9.476373172874829e-01    -9.894925887429448e-05
     9.227476425548026e-01     9.559231048594276e-05
     8.985702339283456e-01     8.370963857361712e-04
     8.750655279132503e-01     2.042588233091801e-03
     8.521973121064950e-01     3.638445562601605e-03
     8.299325793404835e-01     5.559331488490200e-03
     8.082413236455076e-01     7.747248524704681e-03
     7.870963040892087e-01     1.015070680456509e-02
     7.664727960300423e-01     1.272399632720693e-02
     7.463483436004023e-01     1.542655161546781e-02
     7.267025225647123e-01     1.822239706253408e-02
     7.075167190930056e-01     2.107966192598376e-02
     6.887739273396548e-01     2.397015501896697e-02
     6.704585668564778e-01     2.686899039474858e-02
     6.525563196285937e-01     2.975425656508439e-02
     6.350539857452817e-01     3.260672294673436e-02
     6.179393562772717e-01     3.540957825223440e-02
     6.012011017241645e-01     3.814819641841816e-02
     5.848286743435199e-01     4.080992640361318e-02
     5.688122227198442e-01     4.338390279513239e-02
     5.531425170369596e-01     4.586087466943329e-02
     5.378108836532814e-01     4.823305055542577e-02
     5.228091477278712e-01     5.049395768304100e-02
     5.081295827938733e-01     5.263831396863692e-02
     4.937648663178866e-01     5.466191140823962e-02
     4.797080404149009e-01     5.656150972910071e-02
     4.659524770067464e-01     5.833473929776985e-02
     4.524918468169734e-01     5.998001240541250e-02
     4.393200916870089e-01     6.149644215365600e-02
     4.264313997780835e-01     6.288376825090972e-02
     4.138201832918325e-01     6.414228910308384e-02
     4.014810584007583e-01     6.527279964639890e-02
     3.894088271290915e-01     6.627653442546708e-02
     3.775984609660434e-01     6.715511546851077e-02
     3.660450860280883e-01     6.791050455462068e-02
     3.547439696156569e-01     6.854495950622358e-02
     3.436905080333037e-01     6.906099417412193e-02
     3.328802155618090e-01     6.946134181312415e-02
     3.223087144864258e-01     6.974892157383086e-02
     3.119717260982039e-01     6.992680786092506e-02
     3.018650625954952e-01     6.999820233061643e-02
     2.921063234503939e-01     6.997626477886615e-02
     2.826056011739034e-01     6.988409718222635e-02
     2.733306743610913e-01     6.972598858292123e-02
     2.642765376324059e-01     6.950551820123711e-02
     2.554382809922977e-01     6.922608151515745e-02
     2.468110891605492e-01     6.889089791768827e-02
     2.383902408433647e-01     6.850301799702119e-02
     2.301711079499023e-01     6.806533045078739e-02
     2.221491547597802e-01     6.758056864446273e-02
     2.143199370469392e-01     6.705131682276803e-02
     2.066791011651234e-01     6.648001598165260e-02
     1.992223831001313e-01     6.586896940713216e-02
     1.919456074939030e-01     6.522034788585288e-02
     1.848446866454526e-01     6.453619459074156e-02
     1.779156194936183e-01     6.381842964345064e-02
     1.711544905866094e-01     6.306885435347484e-02
     1.645574690433700e-01     6.228915513176193e-02
     1.581208075118705e-01     6.148090707430545e-02
     1.518408411295840e-01     6.064557720853053e-02
     1.457139864916221e-01     5.978452739217693e-02
     1.397367406323019e-01     5.889901685074720e-02
     1.339056800263139e-01     5.799020433529273e-02
     1.282174596161850e-01     5.705914987719183e-02
     1.226688118734022e-01     5.610681611042680e-02
     1.172565459014278e-01     5.513406912442428e-02
     1.119775465899350e-01     5.414167880144297e-02
     1.068287738309915e-01     5.313031858132933e-02
     1.018072618096939e-01     5.210056458263277e-02
     9.691011838402229e-02     5.105289399180525e-02
     9.213452457157004e-02     4.998768261048201e-02
     8.747773416451865e-02     4.890520142326912e-02
     8.293707349901147e-02     4.780561201318114e-02
     7.850994141130001e-02     4.668896060631132e-02
     7.419380942117980e-02     4.555517046792366e-02
     6.998622219398216e-02     4.440403229394711e-02
     6.588479834672510e-02     4.323519213774758e-02
     6.188723168334977e-02     4.204813627187123e-02
     5.799129297032258e-02     4.084217219331251e-02
     5.419483240029717e-02     3.961640471669046e-02
     5.049578294258322e-02     3.836970572918922e-02
     4.689216485187657e-02     3.710067565295592e-02
     4.338209171209619e-02     3.580759389429704e-02
     3.996377854795027e-02     3.448835442499571e-02
     3.663555277215593e-02     3.314038092589586e-02
     3.339586910046431e-02     3.176051326440754e-02
     3.024333014618268e-02     3.034485284145399e-02
     2.717671535747143e-02     2.888854737758161e-02
     2.419502258062966e-02     2.738548383164827e-02
     2.129752940862275e-02     2.582783702745709e-02
     1.848388683941093e-02     2.420538210470148e-02
     1.575426838944937e-02     2.250440067253953e-02
     1.310962041382077e-02     2.070584373772593e-02
     1.055211208934866e-02     1.878202490901368e-02
